schema_version,study_id,pairing_group_id,arrival_level_id,input_sample_id,replication_id,scenario_ids,master_seed,arrival_seed,service_seed,routing_seed,tie_seed
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R026,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,26,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290261,202610290262,202610290263,202610290264
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R027,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,27,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290271,202610290272,202610290273,202610290274
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R028,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,28,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290281,202610290282,202610290283,202610290284
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R029,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,29,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290291,202610290292,202610290293,202610290294
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R030,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,30,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290301,202610290302,202610290303,202610290304
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R031,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,31,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290311,202610290312,202610290313,202610290314
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R032,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,32,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290321,202610290322,202610290323,202610290324
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R033,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,33,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290331,202610290332,202610290333,202610290334
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R034,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,34,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290341,202610290342,202610290343,202610290344
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R035,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,35,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290351,202610290352,202610290353,202610290354
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R036,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,36,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290361,202610290362,202610290363,202610290364
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R037,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,37,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290371,202610290372,202610290373,202610290374
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R038,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,38,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290381,202610290382,202610290383,202610290384
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R039,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,39,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290391,202610290392,202610290393,202610290394
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R040,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,40,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290401,202610290402,202610290403,202610290404
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R041,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,41,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290411,202610290412,202610290413,202610290414
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R042,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,42,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290421,202610290422,202610290423,202610290424
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R043,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,43,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290431,202610290432,202610290433,202610290434
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R044,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,44,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290441,202610290442,202610290443,202610290444
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R045,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,45,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290451,202610290452,202610290453,202610290454
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R046,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,46,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290461,202610290462,202610290463,202610290464
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R047,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,47,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290471,202610290472,202610290473,202610290474
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R048,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,48,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290481,202610290482,202610290483,202610290484
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R049,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,49,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290491,202610290492,202610290493,202610290494
1.0,TASK3_CAPACITY_AVAILABILITY_STRESS_V1,CRN_HIGH_R050,EXACT95_HIGH,LOCAL_WINDOW_HPP_EXACT95_HIGH,50,CAPACITY_AVAIL_SECURITY_MINUS_4|CAPACITY_AVAIL_IMMIGRATION_MINUS_3|CAPACITY_AVAIL_JOINT_MINUS_4_MINUS_3|CAPACITY_AVAIL_SEVERE_JOINT_30_17,202607290000,202610290501,202610290502,202610290503,202610290504
